"host_name";"url";"goal_time";"fetch_time";"warc_filename";"warc_record_offset";"warc_record_length"
"www.ksl.com";"http://www.ksl.com/?nid=213&arc=148&timex=1368683801";"2016-01-15 00:00:00";"2016-02-05 21:57:14";"crawl-data/CC-MAIN-2016-07/segments/1454701145519.33/warc/CC-MAIN-20160205193905-00012-ip-10-236-182-209.ec2.internal.warc.gz";"505182658";"22775"
"www.ksl.com";"http://www.ksl.com/?nid=235&title=egypt-policeman-killed-in-clashes-with-islamists";"2016-04-15 00:00:00";"2016-04-28 19:47:56";"crawl-data/CC-MAIN-2016-18/segments/1461860106452.21/warc/CC-MAIN-20160428161506-00037-ip-10-239-7-51.ec2.internal.warc.gz";"440540616";"31970"
"www.ksl.com";"http://www.ksl.com/?nid=213&arc=1070&timex=1382817006";"2016-07-15 00:00:00";"2016-07-23 09:07:42";"crawl-data/CC-MAIN-2016-30/segments/1469257821671.5/warc/CC-MAIN-20160723071021-00059-ip-10-185-27-174.ec2.internal.warc.gz";"543523284";"35793"
"www.ksl.com";"http://www.ksl.com/?nid=213&arc=1017&timex=1394595899";"2016-10-15 00:00:00";"2016-10-20 19:27:23";"crawl-data/CC-MAIN-2016-44/segments/1476988717783.68/warc/CC-MAIN-20161020183837-00209-ip-10-171-6-4.ec2.internal.warc.gz";"533024937";"33131"
"www.ksl.com";"http://www.ksl.com/?nid=213&arc=148&timex=1352544336";"2017-01-15 00:00:00";"2017-01-16 10:39:22";"crawl-data/CC-MAIN-2017-04/segments/1484560279169.4/warc/CC-MAIN-20170116095119-00439-ip-10-171-10-70.ec2.internal.warc.gz";"554735179";"35081"
"www.ksl.com";"http://www.ksl.com/?nid=213&arc=1206&timex=1408881013";"2017-04-15 00:00:00";"2017-04-23 05:22:51";"crawl-data/CC-MAIN-2017-17/segments/1492917118477.15/warc/CC-MAIN-20170423031158-00182-ip-10-145-167-34.ec2.internal.warc.gz";"578056985";"35532"
"www.ksl.com";"http://www.ksl.com/?nid=213&arc=498&timex=1360694121";"2017-07-15 00:00:00";"2017-07-20 12:24:25";"crawl-data/CC-MAIN-2017-30/segments/1500549423183.57/warc/CC-MAIN-20170720121902-20170720141902-00624.warc.gz";"468010280";"35803"
"www.ksl.com";"";"2017-10-15 00:00:00";"";"";"";""
"www.ksl.com";"";"2018-01-15 00:00:00";"";"";"";""
